taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
VRUB,7212,N,M,Arche,N,1901,2015-05-13,5,NA,CB,Duke Lemur Center,3,103,2015-01-30,1,6995,Pandora,VRUB,2011-05-10,3.73,6206,Comet,VRUB,1984-10-01,30.35,NA,NA,NA,3.56,3.56,NA,NA,3920,2016-08-25,8,470,67.14,15.45,15,1.29,460,60,7.67,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7213,N,M,Stephano,N,1902,2015-05-13,5,NA,CB,Duke Lemur Center,3,103,2015-01-30,1,6995,Pandora,VRUB,2011-05-10,3.73,6206,Comet,VRUB,1984-10-01,30.35,2015-09-30,0.38,NA,NA,0.38,NA,NA,2120,2015-09-14,9,124,17.71,4.08,4,0.34,560,28,20,16,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7215,N,M,Bode,Y,1903,2015-05-27,5,NA,CB,Duke Lemur Center,1,103,2015-02-13,2,6633,Pyxis II,VRUB,1995-04-29,19.81,6240,Borealis,VRUB,1988-04-30,26.81,NA,NA,3.7,NA,3.7,NA,NA,3530,2018-03-19,3,1027,146.71,33.76,33,2.81,-70,1,-70,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7228,N,F,Gemina,N,297,2015-12-28,12,NA,CB,Duke Lemur Center,1,160,2015-07-21,7,6900,Matilda,PCOQ,2007-12-21,7.59,6903,Martinianus,PCOQ,2008-01-25,7.49,NA,NA,3.11,NA,3.11,NA,NA,604,2016-05-14,5,138,19.71,4.54,4,0.38,-3,1,-3,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7233,N,F,Calpurnia III,Y,302,2016-01-17,1,NA,CB,Duke Lemur Center,1,160,2015-08-10,8,6538,Drusilla,PCOQ,1993-04-06,22.36,6518,Julian,PCOQ,1993-03-04,22.45,NA,NA,3.06,NA,3.06,NA,NA,1440,2016-07-13,7,178,25.43,5.85,5,0.49,340,28,12.14,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7234,N,M,Hostilian,Y,303,2016-01-23,1,NA,CB,Duke Lemur Center,1,160,2015-08-16,8,7073,Gisela,PCOQ,2012-01-07,3.61,6959,Rupert,PCOQ,2009-12-15,5.67,NA,NA,3.04,NA,3.04,NA,NA,332,2016-03-22,3,59,8.43,1.94,1,0.16,40,7,5.71,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7235,N,F,Francesca,Y,304,2016-02-14,2,NA,CB,Duke Lemur Center,1,160,2015-09-07,9,6922,Pompeia Plotina,PCOQ,2009-02-04,6.59,6882,Charlemagne,PCOQ,2007-01-02,8.68,NA,NA,2.98,NA,2.98,NA,NA,1455,2016-07-21,7,158,22.57,5.19,5,0.43,232,22,10.55,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7250,N,F,Sally,Y,2009,2016-06-08,6,NA,CB,Duke Lemur Center,2,103,2016-02-26,2,6995,Pandora,VRUB,2011-05-10,4.8,6206,Comet,VRUB,1984-10-01,31.42,NA,NA,2.67,NA,2.67,NA,NA,3320,2017-06-28,6,385,55,12.66,12,1.05,360,64,5.63,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7251,N,M,Kalani,Y,2010,2016-06-08,6,NA,CB,Duke Lemur Center,2,103,2016-02-26,2,6995,Pandora,VRUB,2011-05-10,4.8,6206,Comet,VRUB,1984-10-01,31.42,NA,NA,2.67,NA,2.67,NA,NA,3365,2018-01-12,1,583,83.29,19.17,19,1.6,5,3,1.67,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7263,N,M,Gothicus,N,307,2017-01-06,1,NA,CB,Duke Lemur Center,1,160,2016-07-30,7,6727,Antonia,PCOQ,1998-02-22,18.45,6650,Gordian,PCOQ,1995-12-17,20.63,2017-05-11,0.34,NA,NA,0.34,NA,NA,506,2017-04-05,4,89,12.71,2.93,2,0.24,14,1,14,36,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7264,N,F,Furia,Y,308,2017-01-10,1,NA,CB,Duke Lemur Center,1,160,2016-08-03,8,7073,Gisela,PCOQ,2012-01-07,4.58,6959,Rupert,PCOQ,2009-12-15,6.64,NA,NA,2.07,NA,2.07,NA,NA,2680,2018-06-27,6,533,76.14,17.52,17,1.46,140,29,4.83,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7275,N,F,Magdalena,Y,309,2017-05-14,5,NA,CB,Duke Lemur Center,1,160,2016-12-05,12,6744,Rupillia,PCOQ,1999-02-16,17.81,6819,Luther,PCOQ,2003-08-29,13.28,NA,NA,1.73,NA,1.73,NA,NA,2020,2018-01-02,1,233,33.29,7.66,7,0.64,360,36,10,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7278,N,M,Buzz,Y,2019,2017-05-30,5,NA,CB,Duke Lemur Center,1,103,2017-02-16,2,6633,Pyxis II,VRUB,1995-04-29,21.82,6240,Borealis,VRUB,1988-04-30,28.82,NA,NA,1.69,NA,1.69,NA,NA,3080,2018-01-29,1,244,34.86,8.02,8,0.67,380,57,6.67,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7286,N,M,Eustace,Y,313,2017-11-03,11,NA,CB,Duke Lemur Center,1,160,2017-05-27,5,6897,Rodelinda,PCOQ,2007-08-06,9.81,6827,Marcus Aurelius,PCOQ,2004-02-16,13.28,NA,NA,1.26,NA,1.26,NA,NA,628,2018-02-08,2,97,13.86,3.19,3,0.27,-3,1,-3,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7288,N,M,Elagabalus,Y,314,2017-12-23,12,NA,CB,Duke Lemur Center,1,160,2017-07-16,7,6743,Pia,PCOQ,1999-02-15,18.43,7136,Pontius Pilate,PCOQ,2013-02-04,4.45,NA,NA,1.12,NA,1.12,NA,NA,297,2018-02-14,2,53,7.57,1.74,1,0.15,44,7,6.29,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7297,N,F,Mae,Y,NA,2018-05-14,5,NA,CB,Duke Lemur Center,3,103,2018-01-31,1,6995,Pandora,VRUB,2011-05-10,6.73,6206,Comet,VRUB,1984-10-01,33.36,NA,NA,0.73,NA,0.73,NA,NA,1560,2018-08-19,8,97,13.86,3.19,3,0.27,320,15,21.33,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7298,N,F,Judith,Y,NA,2018-05-14,5,NA,CB,Duke Lemur Center,3,103,2018-01-31,1,6995,Pandora,VRUB,2011-05-10,6.73,6206,Comet,VRUB,1984-10-01,33.36,NA,NA,0.73,NA,0.73,NA,NA,378,2018-06-05,6,22,3.14,0.72,0,0.06,99,7,14.14,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
